area,name,from_region,to_region,transition_type,direction,rule,notes
septemburg,Septemburg Wastewater Canal Hog Secret Doors,Septemburg Wastewater Canal Hog Secret,Septemburg Wastewater Luxy Pipe,DOORS,NORTH,"Has(""SparkUpgrade"", count=2)",
septemburg,Septemburg Wastewater Luxy Pipe Doors,Septemburg Wastewater Luxy Pipe,Septemburg Wastewater Canal Hog Secret,DOORS,SOUTH,,
septemburg,,Septemburg Wastewater Luxy Pipe,Septemburg Wastewater Luxy Room,INTERNAL,,CanBurrow(),
septemburg,,Septemburg Wastewater Luxy Room,Septemburg Wastewater Luxy Pipe,INTERNAL,,CanBurrow(),
septemburg,Septemburg Wastewater Luxy Room North Transition,Septemburg Wastewater Luxy Room,Septemburg Wastewater Luxy Pit,SCREENS,NORTH,,
septemburg,Septemburg Wastewater Luxy Pit South Transition,Septemburg Wastewater Luxy Pit,Septemburg Wastewater Luxy Room,SCREENS,SOUTH,,
septemburg,Septemburg Wastewater Luxy Pit West Transition,Septemburg Wastewater Luxy Pit,Septemburg Wastewater Canal Pipe,SCREENS,WEST,,
septemburg,Septemburg Wastewater Canal Hog Secret South Transition,Septemburg Wastewater Canal Hog Secret,Septemburg Wastewater Canal Boxes,SCREENS,SOUTH,,
septemburg,Septemburg Wastewater Canal Boxes North Transition,Septemburg Wastewater Canal Boxes,Septemburg Wastewater Canal Hog Secret,SCREENS,NORTH,,
septemburg,,Septemburg Wastewater Canal Boxes,Septemburg Wastewater Canal Boxes Pipes,INTERNAL,,CanBurrow(),
septemburg,,Septemburg Wastewater Canal Boxes Pipes,Septemburg Wastewater Canal Boxes,INTERNAL,,CanBurrow(),
septemburg,Septemburg Wastewater Canal Boxes Pipes South Transition,Septemburg Wastewater Canal Boxes Pipes,Septemburg Wastewater Canal Well Rope,SCREENS,SOUTH,,
septemburg,Septemburg Wastewater Canal Well Rope North Transition,Septemburg Wastewater Canal Well Rope,Septemburg Wastewater Canal Boxes Pipes,SCREENS,NORTH,,
septemburg,,Septemburg Wastewater Canal Well Rope,Septemburg Wastewater Canal Well Back,INTERNAL,,CanClimb(),
septemburg,,Septemburg Wastewater Canal Well Back,Septemburg Wastewater Canal Well Tunnel,INTERNAL,,,
septemburg,Septemburg Wastewater Canal Well Tunnel West Transition,Septemburg Wastewater Canal Well Tunnel,Septemburg Wastewater Canal Well Entrance,SCREENS,WEST,,
septemburg,Septemburg Wastewater Canal Well Tunnel West Burrow,Septemburg Wastewater Canal Well Tunnel,Septemburg Wastewater Canal Well Entrance,BURROW,WEST,CanBurrow(),
septemburg,Septemburg Wastewater Canal Well Entrance East Transition,Septemburg Wastewater Canal Well Entrance,Septemburg Wastewater Canal Well Tunnel,SCREENS,EAST,,
septemburg,Septemburg Wastewater Canal Well Entrance East Burrow,Septemburg Wastewater Canal Well Entrance,Septemburg Wastewater Canal Well Tunnel,BURROW,EAST,CanBurrow(),
septemburg,Septemburg Wastewater Canal Well Entrance Stairs,Septemburg Wastewater Canal Well Entrance,Kindlewood School Backyard,STAIRS,NORTH,,
coltrane_peak,Coltrane Peak Thorne Arena South Exit,Coltrane Peak Thorne Arena,Coltrane Peak Thorne Bridge,DO_NOT_RANDOMIZE_ENTRANCE,OVERWORLD,,
coltrane_peak,Coltrane Peak Thorne Bridge South Drop,Coltrane Peak Thorne Bridge,Coltrane Peak Station,DO_NOT_RANDOMIZE_ENTRANCE,OVERWORLD,,
coltrane_peak,Coltrane Peak Station South Area Transition,Coltrane Peak Station,Coltrane Peak Frozen Pass Top,AREA_SCREENS,SOUTH,,
coltrane_peak,Coltrane Peak Frozen Pass Top North Transition,Coltrane Peak Frozen Pass Top,Coltrane Peak Station,SCREENS,NORTH,,
coltrane_peak,,Coltrane Peak Frozen Pass Top,Coltrane Peak Frozen Pass,INTERNAL,,,
coltrane_peak,,Coltrane Peak Frozen Pass,Coltrane Peak Frozen Pass Top,INTERNAL,,"Has(""Frozen Pass Kear"") & CanBurrow()",
coltrane_peak,Coltrane Peak Frozen Pass South Area Transition,Coltrane Peak Frozen Pass,Eastern Hearth Frozen Pass,AREA_SCREENS,SOUTH,,
coltrane_peak,Coltrane Peak Station Do_Not_Randomize_Entrance,Coltrane Peak Station,Ossex Train Caboose,DO_NOT_RANDOMIZE_ENTRANCE,OVERWORLD,"Has(""TrainPass"") & Has(""FrozenTrainyardTicket"")",
coltrane_peak,Coltrane Peak Station East Transition,Coltrane Peak Station,Coltrane Peak Gorge Engine,SCREENS,EAST,,
coltrane_peak,Coltrane Peak Gorge Engine West Transition,Coltrane Peak Gorge Engine,Coltrane Peak Station,SCREENS,WEST,,
coltrane_peak,Coltrane Peak Gorge Engine South Transition,Coltrane Peak Gorge Engine,Coltrane Peak Gorge Underlab Left,SCREENS,SOUTH,CanClimb(),
coltrane_peak,Coltrane Peak Gorge Underlab Left North Transition,Coltrane Peak Gorge Underlab Left,Coltrane Peak Gorge Engine,SCREENS,NORTH,CanClimb(),
coltrane_peak,,Coltrane Peak Gorge Underlab Left,Coltrane Peak Gorge Underlab Right,INTERNAL,,CanBurrow() | CanJumpTiles(distance=3),
coltrane_peak,,Coltrane Peak Gorge Underlab Right,Coltrane Peak Gorge Underlab Left,INTERNAL,,CanBurrow() | CanJumpTiles(distance=3),
coltrane_peak,Coltrane Peak Gorge Underlab Right South Transition,Coltrane Peak Gorge Underlab Right,Coltrane Peak Gorge Ghost room,SCREENS,SOUTH,CanClimb(),
coltrane_peak,Coltrane Peak Gorge Ghost room North Transition,Coltrane Peak Gorge Ghost room,Coltrane Peak Gorge Underlab Right,SCREENS,NORTH,CanClimb(),
coltrane_peak,Coltrane Peak Gorge Ghost room South Transition,Coltrane Peak Gorge Ghost room,Coltrane Peak Gorge Ice Cubes,SCREENS,SOUTH,CanClimb(),
coltrane_peak,Coltrane Peak Gorge Ice Cubes North Transition,Coltrane Peak Gorge Ice Cubes,Coltrane Peak Gorge Ghost room,SCREENS,NORTH,CanClimb(),
coltrane_peak,,Coltrane Peak Gorge Ice Cubes,Coltrane Peak Gorge Ice Cubes End,INTERNAL,,CanBurrow() | CanJumpTiles(distance=2),
coltrane_peak,,Coltrane Peak Gorge Ice Cubes End,Coltrane Peak Gorge Ice Cubes,INTERNAL,,CanBurrow() | CanJumpTiles(distance=2),
coltrane_peak,Coltrane Peak Gorge Ice Cubes End East Burrow,Coltrane Peak Gorge Ice Cubes End,Coltrane Peak Gorge Ice Gauntlet,BURROW,EAST,CanBurrow(),
coltrane_peak,Coltrane Peak Gorge Ice Gauntlet West Burrow,Coltrane Peak Gorge Ice Gauntlet,Coltrane Peak Gorge Ice Cubes End,BURROW,WEST,CanBurrow(),
coltrane_peak,Coltrane Peak Gorge Ice Cubes End North Transition,Coltrane Peak Gorge Ice Cubes End,Coltrane Peak Gorge Hallower Ice,SCREENS,NORTH,,
coltrane_peak,Coltrane Peak Gorge Hallower Ice South Transition,Coltrane Peak Gorge Hallower Ice,Coltrane Peak Gorge Ice Cubes End,SCREENS,SOUTH,,
coltrane_peak,Coltrane Peak Gorge Hallower Ice North Transition,Coltrane Peak Gorge Hallower Ice,Coltrane Peak Gorge Hallower Pit,SCREENS,NORTH,,
coltrane_peak,Coltrane Peak Gorge Hallower Pit South Transition,Coltrane Peak Gorge Hallower Pit,Coltrane Peak Gorge Hallower Ice,SCREENS,SOUTH,,
coltrane_peak,Coltrane Peak Gorge Hallower Pit North Transition,Coltrane Peak Gorge Hallower Pit,Coltrane Peak Gorge Tracks,SCREENS,NORTH,CanClimb(),
coltrane_peak,Coltrane Peak Gorge Tracks South Transition,Coltrane Peak Gorge Tracks,Coltrane Peak Gorge Hallower Pit,SCREENS,SOUTH,CanClimb(),
coltrane_peak,Coltrane Peak Gorge Tracks West Transition,Coltrane Peak Gorge Tracks,Coltrane Peak Gorge Engine Side,SCREENS,WEST,,
coltrane_peak,Coltrane Peak Gorge Tracks East Transition,Coltrane Peak Gorge Tracks,Coltrane Peak Train Tracks,SCREENS,EAST,,
coltrane_peak,Coltrane Peak Gorge Engine Side East Transition,Coltrane Peak Gorge Engine Side,Coltrane Peak Gorge Tracks,SCREENS,EAST,,
coltrane_peak,,Coltrane Peak Gorge Engine Side,Coltrane Peak Gorge Engine Front,INTERNAL,,CanBurrow() | CanJumpTiles(distance=3),
coltrane_peak,,Coltrane Peak Gorge Engine Front,Coltrane Peak Gorge Engine Side,INTERNAL,,CanJumpTiles(distance=3),
coltrane_peak,Coltrane Peak Gorge Engine Front South Transition,Coltrane Peak Gorge Engine Front,Coltrane Peak Gorge Underlab Right,SCREENS,SOUTH,CanClimb(),
coltrane_peak,Coltrane Peak Train Tracks West Transition,Coltrane Peak Train Tracks,Coltrane Peak Gorge Tracks,SCREENS,WEST,,
coltrane_peak,Coltrane Peak Train Tracks East Transition,Coltrane Peak Train Tracks,Coltrane Peak Train Tracks End,SCREENS,EAST,,
coltrane_peak,Coltrane Peak Train Tracks End West Transition,Coltrane Peak Train Tracks End,Coltrane Peak Train Tracks,SCREENS,WEST,,
coltrane_peak,Coltrane Peak Train Tracks End North Transition,Coltrane Peak Train Tracks End,Coltrane Peak Frostbite Woods Bush,SCREENS,NORTH,,
coltrane_peak,Coltrane Peak Train Tracks End East Burrow,Coltrane Peak Train Tracks End,Coltrane Peak Train Tracks Secret,BURROW,EAST,CanBurrow(),
coltrane_peak,Coltrane Peak Train Tracks Secret West Burrow,Coltrane Peak Train Tracks Secret,Coltrane Peak Train Tracks End,BURROW,WEST,CanBurrow(),
coltrane_peak,Coltrane Peak Frostbite Woods Bush South Transition,Coltrane Peak Frostbite Woods Bush,Coltrane Peak Train Tracks End,SCREENS,SOUTH,,
coltrane_peak,Coltrane Peak Frostbite Woods Bush East Burrow,Coltrane Peak Frostbite Woods Bush,Coltrane Peak Frostbite Woods Chains,BURROW,EAST,CanBurrow(),
coltrane_peak,Coltrane Peak Frostbite Woods Bush North Transition,Coltrane Peak Frostbite Woods Bush,Coltrane Peak Frostbite Woods,SCREENS,NORTH,,
coltrane_peak,Coltrane Peak Frostbite Woods Chains West Burrow,Coltrane Peak Frostbite Woods Chains,Coltrane Peak Frostbite Woods Bush,BURROW,WEST,CanBurrow(),
coltrane_peak,,Coltrane Peak Frostbite Woods Chains,Coltrane Peak Frostbite Woods Chains Door,INTERNAL,,CanBurrow(),
coltrane_peak,,Coltrane Peak Frostbite Woods Chains Door,Coltrane Peak Frostbite Woods Chains,INTERNAL,,CanBurrow(),
coltrane_peak,Coltrane Peak Frostbite Woods Chains Door Doors,Coltrane Peak Frostbite Woods Chains Door,Coltrane Peak Mirren Room,DOORS,NORTH,,
coltrane_peak,Coltrane Peak Mirren Room Doors,Coltrane Peak Mirren Room,Coltrane Peak Frostbite Woods Chains Door,DOORS,SOUTH,,
coltrane_peak,Coltrane Peak Frostbite Woods South Transition,Coltrane Peak Frostbite Woods,Coltrane Peak Frostbite Woods Bush,SCREENS,SOUTH,,
coltrane_peak,,Coltrane Peak Frostbite Woods,Coltrane Peak Frostbite Woods Rope,INTERNAL,,CanJumpTiles(distance=2),
coltrane_peak,,Coltrane Peak Frostbite Woods Rope,Coltrane Peak Frostbite Woods,INTERNAL,,,
coltrane_peak,Coltrane Peak Frostbite Woods Rope North Transition,Coltrane Peak Frostbite Woods Rope,Coltrane Peak Rail Yard,SCREENS,NORTH,,
coltrane_peak,Coltrane Peak Rail Yard South Transition,Coltrane Peak Rail Yard,Coltrane Peak Frostbite Woods Rope,SCREENS,SOUTH,,
coltrane_peak,Coltrane Peak Rail Yard West Transition,Coltrane Peak Rail Yard,Coltrane Peak Frozen River,SCREENS,WEST,"Has(""Coltrane Rail Yard Kear"")",
coltrane_peak,Coltrane Peak Frozen River East Transition,Coltrane Peak Frozen River,Coltrane Peak Rail Yard,SCREENS,EAST,"Has(""Coltrane Rail Yard Kear"")",
coltrane_peak,Coltrane Peak Rail Yard Doors,Coltrane Peak Rail Yard,Coltrane Peak Icebound Cavern Entrance,DOORS,NORTH,,
coltrane_peak,Coltrane Peak Rail Yard East Burrow,Coltrane Peak Rail Yard,Coltrane Peak Rail Yard Circle,BURROW,EAST,CanBurrow(),
coltrane_peak,Coltrane Peak Rail Yard Circle West Burrow,Coltrane Peak Rail Yard Circle,Coltrane Peak Rail Yard,BURROW,WEST,CanBurrow(),
coltrane_peak,Coltrane Peak Rail Yard Circle North Burrow,Coltrane Peak Rail Yard Circle,Coltrane Peak Rail Yard Knight,BURROW,NORTH,CanBurrow(),
coltrane_peak,Coltrane Peak Rail Yard Knight South Burrow,Coltrane Peak Rail Yard Knight,Coltrane Peak Rail Yard Circle,BURROW,SOUTH,CanBurrow(),
coltrane_peak,Coltrane Peak Rail Yard Knight West Burrow,Coltrane Peak Rail Yard Knight,Coltrane Peak Rail Yard Chest,BURROW,WEST,CanBurrow(),
coltrane_peak,Coltrane Peak Rail Yard Chest East Burrow,Coltrane Peak Rail Yard Chest,Coltrane Peak Rail Yard Knight,BURROW,EAST,CanBurrow(),
coltrane_peak,,Coltrane Peak Rail Yard Chest,Coltrane Peak Rail Yard,INTERNAL,,,
coltrane_peak,Coltrane Peak Icebound Cavern Entrance Doors,Coltrane Peak Icebound Cavern Entrance,Coltrane Peak Rail Yard,DOORS,SOUTH,,
coltrane_peak,,Coltrane Peak Icebound Cavern Entrance,Coltrane Peak Icebound Cavern,INTERNAL,,,
coltrane_peak,,Coltrane Peak Icebound Cavern,Coltrane Peak Icebound Cavern Entrance,INTERNAL,,CanBurrow(),
coltrane_peak,Coltrane Peak Icebound Cavern East Transition,Coltrane Peak Icebound Cavern,Coltrane Peak Icebound Cavern Pit,SCREENS,EAST,,
coltrane_peak,Coltrane Peak Icebound Cavern Pit West Transition,Coltrane Peak Icebound Cavern Pit,Coltrane Peak Icebound Cavern,SCREENS,WEST,,
coltrane_peak,,Coltrane Peak Icebound Cavern Pit,Coltrane Peak Icebound Cavern Pit Upper,INTERNAL,,CanClimb(),
coltrane_peak,,Coltrane Peak Icebound Cavern Pit Upper,Coltrane Peak Icebound Cavern Pit,INTERNAL,,CanClimb(),
coltrane_peak,Coltrane Peak Icebound Cavern Pit Upper North Transition,Coltrane Peak Icebound Cavern Pit Upper,Coltrane Peak Frozen Horror Arena,SCREENS,NORTH,,
coltrane_peak,Coltrane Peak Frozen Horror Arena South Transition,Coltrane Peak Frozen Horror Arena,Coltrane Peak Icebound Cavern Pit Upper,SCREENS,SOUTH,,
coltrane_peak,Coltrane Peak Frozen Horror Arena North Transition,Coltrane Peak Frozen Horror Arena,Coltrane Peak Frozen Pipe,SCREENS,NORTH,,
coltrane_peak,Coltrane Peak Frozen Pipe South Transition,Coltrane Peak Frozen Pipe,Coltrane Peak Frozen Horror Arena,SCREENS,SOUTH,,
coltrane_peak,Coltrane Peak Frozen Pipe Pipe,Coltrane Peak Frozen Pipe,Coltrane Peak Rail Yard,DO_NOT_RANDOMIZE_ENTRANCE,OVERWORLD,,
coltrane_peak,Coltrane Peak Frozen Pipe East Burrow,Coltrane Peak Frozen Pipe,Coltrane Peak Frozen Mirror Room,BURROW,EAST,CanBurrow(),
coltrane_peak,Coltrane Peak Frozen Pipe Doors,Coltrane Peak Frozen Pipe,Coltrane Peak Spiral Summit Underlab,DOORS,NORTH,,
coltrane_peak,Coltrane Peak Frozen Mirror Room West Burrow,Coltrane Peak Frozen Mirror Room,Coltrane Peak Frozen Pipe,BURROW,WEST,CanBurrow(),
coltrane_peak,Coltrane Peak Frozen Mirror Room Mirrors,Coltrane Peak Frozen Mirror Room,Astral Orrery Coltrane Peak Mirror,MIRRORS,OVERWORLD,,
coltrane_peak,Coltrane Peak Spiral Summit Underlab Doors,Coltrane Peak Spiral Summit Underlab,Coltrane Peak Frozen Pipe,DOORS,SOUTH,,
coltrane_peak,Coltrane Peak Spiral Summit Underlab North Transition,Coltrane Peak Spiral Summit Underlab,Coltrane Peak Spiral Summit,SCREENS,NORTH,,
coltrane_peak,Coltrane Peak Spiral Summit South Transition,Coltrane Peak Spiral Summit,Coltrane Peak Spiral Summit Underlab,SCREENS,SOUTH,,
coltrane_peak,,Coltrane Peak Spiral Summit,Coltrane Peak Spiral Summit Rope,INTERNAL,,CanBurrow() | CanJumpTiles(distance=2),
coltrane_peak,,Coltrane Peak Spiral Summit Rope,Coltrane Peak Spiral Summit,INTERNAL,,CanBurrow() | CanJumpTiles(distance=2),
coltrane_peak,Coltrane Peak Spiral Summit Rope North Transition,Coltrane Peak Spiral Summit Rope,Coltrane Peak Spiral Summit Platforms,SCREENS,NORTH,CanClimb(),
coltrane_peak,Coltrane Peak Spiral Summit Platforms South Transition,Coltrane Peak Spiral Summit Platforms,Coltrane Peak Spiral Summit Rope,SCREENS,SOUTH,CanClimb(),
coltrane_peak,,Coltrane Peak Spiral Summit Platforms,Coltrane Peak Spiral Summit Platforms Rope,INTERNAL,,CanBurrow() | CanJumpTiles(distance=2),
coltrane_peak,Coltrane Peak Spiral Summit Platforms Rope West Transition,Coltrane Peak Spiral Summit Platforms Rope,Coltrane Peak Spiral Summit Secret,SCREENS,WEST,,
coltrane_peak,Coltrane Peak Spiral Summit Secret East Transition,Coltrane Peak Spiral Summit Secret,Coltrane Peak Spiral Summit Platforms Rope,SCREENS,EAST,,
coltrane_peak,,Coltrane Peak Spiral Summit Platforms Rope,Coltrane Peak Spiral Summit Platforms,INTERNAL,,CanBurrow() | CanJumpTiles(distance=2),
coltrane_peak,Coltrane Peak Spiral Summit Platforms Rope North Transition,Coltrane Peak Spiral Summit Platforms Rope,Coltrane Peak Spiral Wolf,SCREENS,NORTH,CanClimb(),
coltrane_peak,Coltrane Peak Spiral Wolf South Transition,Coltrane Peak Spiral Wolf,Coltrane Peak Spiral Summit Platforms Rope,SCREENS,SOUTH,CanClimb(),
coltrane_peak,,Coltrane Peak Spiral Wolf,Coltrane Peak Spiral Wolf Stairs,INTERNAL,,CanBurrow(),
coltrane_peak,,Coltrane Peak Spiral Wolf Stairs,Coltrane Peak Spiral Wolf,INTERNAL,,CanBurrow(),
coltrane_peak,Coltrane Peak Spiral Wolf Stairs North Transition,Coltrane Peak Spiral Wolf Stairs,Coltrane Peak Spiral Summit Climb,SCREENS,NORTH,,
coltrane_peak,Coltrane Peak Spiral Summit Climb South Transition,Coltrane Peak Spiral Summit Climb,Coltrane Peak Spiral Wolf Stairs,SCREENS,SOUTH,,
coltrane_peak,,Coltrane Peak Spiral Summit Climb,Coltrane Peak Spiral Summit Climb Top,INTERNAL,,CanClimb(),
coltrane_peak,,Coltrane Peak Spiral Summit Climb Top,Coltrane Peak Spiral Summit Climb,INTERNAL,,CanClimb(),
coltrane_peak,Coltrane Peak Spiral Summit Climb Top North Transition,Coltrane Peak Spiral Summit Climb Top,Coltrane Peak Spiral Summit Peak,SCREENS,NORTH,,
coltrane_peak,Coltrane Peak Spiral Summit Peak South Transition,Coltrane Peak Spiral Summit Peak,Coltrane Peak Spiral Summit Climb Top,SCREENS,SOUTH,,
coltrane_peak,Coltrane Peak Spiral Summit Peak Drop,Coltrane Peak Spiral Summit Peak,Coltrane Peak Agnes Express Top,DO_NOT_RANDOMIZE_ENTRANCE,OVERWORLD,,
coltrane_peak,Coltrane Peak Agnes Express Top Geyser_Down,Coltrane Peak Agnes Express Top,Coltrane Peak Agnes Express Start,GEYSER_DOWN,OVERWORLD,,
coltrane_peak,Coltrane Peak Agnes Express Start Geyser_Up,Coltrane Peak Agnes Express Start,Coltrane Peak Spiral Summit Peak,GEYSER_UP,OVERWORLD,,
coltrane_peak,Coltrane Peak Agnes Express Start West Transition,Coltrane Peak Agnes Express Start,Coltrane Peak Agnes Express Rear,SCREENS,WEST,,
coltrane_peak,Coltrane Peak Agnes Express Start East Transition,Coltrane Peak Agnes Express Start,Coltrane Peak Agnes Express Double,SCREENS,EAST,,
coltrane_peak,Coltrane Peak Agnes Express Rear East Transition,Coltrane Peak Agnes Express Rear,Coltrane Peak Agnes Express Start,SCREENS,EAST,,
coltrane_peak,Coltrane Peak Agnes Express Double West Transition,Coltrane Peak Agnes Express Double,Coltrane Peak Agnes Express Start,SCREENS,WEST,,
coltrane_peak,Coltrane Peak Agnes Express Double East Transition,Coltrane Peak Agnes Express Double,Coltrane Peak Agnes Express Open Left,SCREENS,EAST,,
coltrane_peak,Coltrane Peak Agnes Express Open Left West Transition,Coltrane Peak Agnes Express Open Left,Coltrane Peak Agnes Express Double,SCREENS,WEST,,
coltrane_peak,,Coltrane Peak Agnes Express Open Left,Coltrane Peak Agnes Express Open Right,INTERNAL,CanBurrow() | CanJumpTiles(distance=2),,
coltrane_peak,,Coltrane Peak Agnes Express Open Right,Coltrane Peak Agnes Express Open Left,INTERNAL,CanBurrow() | CanJumpTiles(distance=2),,
coltrane_peak,Coltrane Peak Agnes Express Open Right East Transition,Coltrane Peak Agnes Express Open Right,Coltrane Peak Agnes Express Gauntet,SCREENS,EAST,,
coltrane_peak,Coltrane Peak Agnes Express Gauntet West Transition,Coltrane Peak Agnes Express Gauntet,Coltrane Peak Agnes Express Open Right,SCREENS,WEST,,
coltrane_peak,Coltrane Peak Agnes Express Gauntet Stairs,Coltrane Peak Agnes Express Gauntet,Coltrane Peak Agnes Express Arena,STAIRS,NORTH,,
coltrane_peak,,Coltrane Peak Agnes Express Gauntet,Coltrane Peak Agnes Express Underlab,INTERNAL,,CanBurrow(),
coltrane_peak,,Coltrane Peak Agnes Express Underlab,Coltrane Peak Agnes Express Gauntet,INTERNAL,,CanBurrow(),
coltrane_peak,Coltrane Peak Agnes Express Underlab Pipe,Coltrane Peak Agnes Express Underlab,Coltrane Peak Agnes Express Start,DO_NOT_RANDOMIZE_ENTRANCE,OVERWORLD,,
coltrane_peak,Coltrane Peak Agnes Express Arena Stairs,Coltrane Peak Agnes Express Arena,Coltrane Peak Agnes Express Gauntet,STAIRS,NORTH,,
coltrane_peak,Coltrane Peak Agnes Express Arena South Transition,Coltrane Peak Agnes Express Arena,Coltrane Peak Agnes Express Outside,SCREENS,SOUTH,CanClimb(),
coltrane_peak,Coltrane Peak Agnes Express Outside North Transition,Coltrane Peak Agnes Express Outside,Coltrane Peak Agnes Express Arena,SCREENS,NORTH,CanClimb(),
coltrane_peak,Coltrane Peak Agnes Express Outside Doors,Coltrane Peak Agnes Express Outside,Coltrane Peak Maelstorm,DOORS,NORTH,,
coltrane_peak,Coltrane Peak Maelstorm Doors,Coltrane Peak Maelstorm,Coltrane Peak Agnes Express Outside,DOORS,SOUTH,,
coltrane_peak,Coltrane Peak Agnes Express Outside Do_Not_Randomize_Entrance,Coltrane Peak Agnes Express Outside,Coltrane Peak Thorne Bridge,DO_NOT_RANDOMIZE_ENTRANCE,OVERWORLD,,
coltrane_peak,Coltrane Peak Maelstorm North Transition,Coltrane Peak Maelstorm,Coltrane Peak Frozen Generator,SCREENS,NORTH,,
coltrane_peak,Coltrane Peak Frozen Generator South Transition,Coltrane Peak Frozen Generator,Coltrane Peak Maelstorm,SCREENS,SOUTH,,
coltrane_peak,Coltrane Peak Station East Transition,Coltrane Peak Station,Coltrane Peak Station Tracks,SCREENS,WEST,HasDoneColtraneGenerator(),
coltrane_peak,Coltrane Peak Station Tracks West Transition,Coltrane Peak Station Tracks,Coltrane Peak Station,SCREENS,EAST,HasDoneColtraneGenerator(),
astral_orrery,Astral Orrery Mirror's End Large Mirror,Astral Orrery Mirror's End,Radiant Manor Foyer,MIRRORS,ASTRAL,,
astral_orrery,Astral Orrery Queensbury Mirror,Astral Orrery Queensbury Mirror,Queensbury Crypt Mirror Room East,MIRRORS,ASTRAL,,
astral_orrery,Astral Orrery Bayou Mirror,Astral Orrery Bayou Mirror,Nox's Bayou Moonlit Mirror,MIRRORS,ASTRAL,,
astral_orrery,Astral Orrery Bone Beach Mirror,Astral Orrery Bone Beach Mirror,Bone Beach Worms Back Hide Tent,MIRRORS,ASTRAL,,
astral_orrery,Astral Orrery Septemburg Mirror,Astral Orrery Septemburg Mirror,Septemburg Farm House,MIRRORS,ASTRAL,,
astral_orrery,Astral Orrery Coltrane Peak Mirror,Astral Orrery Coltrane Peak Mirror,Coltrane Peak Frozen Mirror Room,MIRRORS,ASTRAL,,
astral_orrery,,Astral Orrery Queensbury Mirror,Astral Orrery Mirror's End,INTERNAL,,"Has(""Blue Astral Platforms"")",
astral_orrery,,Astral Orrery Bayou Mirror,Astral Orrery Mirror's End,INTERNAL,,"Has(""Green Astral Platforms"")",
astral_orrery,,Astral Orrery Bone Beach Mirror,Astral Orrery Mirror's End,INTERNAL,,"Has(""Red Astral Platforms"")",
astral_orrery,,Astral Orrery Septemburg Mirror,Astral Orrery Mirror's End,INTERNAL,,"Has(""Yellow Astral Platforms"")",
astral_orrery,,Astral Orrery Coltrane Peak Mirror,Astral Orrery Mirror's End,INTERNAL,,"Has(""Purple Astral Platforms"")",
astral_orrery,,Astral Orrery Mirror's End Blue Stairs,Astral Orrery Mirror's End,INTERNAL,,"Has(""Blue Astral Platforms"") | CanJumpTiles(distance=5)",
astral_orrery,,Astral Orrery Mirror's End,Astral Orrery Mirror's End Blue Stairs,INTERNAL,,"Has(""Blue Astral Platforms"") | CanJumpTiles(distance=5)",
astral_orrery,Astral Orrery Mirror's End Blue Stairs North Transition,Astral Orrery Mirror's End Blue Stairs,Astral Orrery Mirror's End Blue Chest,SCREENS,NORTH,,
astral_orrery,Astral Orrery Mirror's End Blue Chest South Transition,Astral Orrery Mirror's End Blue Chest,Astral Orrery Mirror's End Blue Stairs,SCREENS,SOUTH,,
astral_orrery,Astral Orrery Mirror's End Under Red Switch Burrow West,Astral Orrery Mirror's End Under Red Switch,Astral Orrery Mirror's End,BURROW,WEST,"Has(""Red Astral Platforms"") & CanBurrow()",
astral_orrery,Astral Orrery Mirror's End East Red Burrow,Astral Orrery Mirror's End,Astral Orrery Mirror's End Under Red Switch,BURROW,EAST,"Has(""Red Astral Platforms"") & CanBurrow()",
astral_orrery,Astral Orrery Mirror's End Under Red Switch East Burrow,Astral Orrery Mirror's End Under Red Switch,Astral Orrery Mirror's End Red Chest,BURROW,EAST,"Has(""Red Astral Platforms"") & CanBurrow()",
astral_orrery,Astral Orrery Mirror's End Red Chest West Burrow,Astral Orrery Mirror's End Red Chest,Astral Orrery Mirror's End Under Red Switch,BURROW,WEST,"Has(""Red Astral Platforms"") & CanBurrow()",
astral_orrery,Astral Orrery Under Coltrane Peak Mirror West Burrow,Astral Orrery Under Coltrane Peak Mirror,Astral Orrery Coltrane Peak Mirror,BURROW,WEST,"Has(""Purple Astral Platforms"") | CanJumpTiles(distance=5)",
astral_orrery,Astral Orrery Mirror's End East Purple Burrow,Astral Orrery Mirror's End,Astral Orrery Under Coltrane Peak Mirror,BURROW,EAST,"Has(""Purple Astral Platforms"") | CanJumpTiles(distance=5)",
astral_orrery,,Astral Orrery Mirror's End,Astral Orrery Mirror's End Top,INTERNAL,,CanBurrow() & AnyThreeAstralPlatforms(),
astral_orrery,,Astral Orrery Mirror's End Top,Astral Orrery Mirror's End,INTERNAL,,CanBurrow() & AnyThreeAstralPlatforms(),
astral_orrery,Astral Orrery Mirror's End Top North Burrow,Astral Orrery Mirror's End Top,Astral Orrery Mirror's End Moving Platforms,BURROW,NORTH,,
astral_orrery,Astral Orrery Mirror's End Moving Platforms South Burrow,Astral Orrery Mirror's End Moving Platforms,Astral Orrery Mirror's End Top,BURROW,SOUTH,,
astral_orrery,,Astral Orrery Mirror's End Moving Platforms,Astral Orrery Mirror's End Moving Stairs,INTERNAL,,CanBurrow() | CanJumpTiles(distance=2),
astral_orrery,,Astral Orrery Mirror's End Moving Stairs,Astral Orrery Mirror's End Moving Platforms,INTERNAL,,CanClimb() | CanBurrow() | CanJumpTiles(distance=2),
